date	account_id	campaign_id	ad_id	last_updated	created	impressions	clicks	conversion	revenue	cost
2020-01-02	a11	c14a11	ad1009c14a11	2020-02-02 12:21:05	2020-02-02 12:21:05	56832	844	95	26.460024959622	30.6553066618067
2020-01-02	a11	c13a11	ad1009c13a11	2020-02-02 12:21:05	2020-02-02 12:21:05	30613	884	75	81.0905613382769	17.0540506099602
2020-01-02	a11	c12a11	ad1009c12a11	2020-02-02 12:21:05	2020-02-02 12:21:05	81237	292	46	1.48326568374562	18.372229821222
2020-01-02	a11	c11a11	ad1009c11a11	2020-02-02 12:21:05	2020-02-02 12:21:05	31840	741	29	61.1610071087074	22.3237021231669
2020-01-02	a11	c10a11	ad1009c10a11	2020-02-02 12:21:05	2020-02-02 12:21:05	67872	462	94	98.3307885463958	27.6998419676441
2020-01-02	a11	c14a11	ad1008c14a11	2020-02-02 12:21:05	2020-02-02 12:21:05	12190	380	34	73.8503582653824	16.7358612253963
2020-01-02	a11	c13a11	ad1008c13a11	2020-02-02 12:21:05	2020-02-02 12:21:05	64625	797	89	3.90224550101079	42.0801485386119
2020-01-02	a11	c12a11	ad1008c12a11	2020-02-02 12:21:05	2020-02-02 12:21:05	85433	660	59	38.7268905242565	14.1886178237333
2020-01-02	a11	c11a11	ad1008c11a11	2020-02-02 12:21:05	2020-02-02 12:21:05	38451	646	52	7.54060005188948	30.8584924930979
2020-01-02	a11	c10a11	ad1008c10a11	2020-02-02 12:21:05	2020-02-02 12:21:05	71385	265	1	98.0869159559193	8.19023724561103
2020-01-02	a11	c14a11	ad1007c14a11	2020-02-02 12:21:05	2020-02-02 12:21:05	35401	189	65	56.3109733426529	11.2355958955528
2020-01-02	a11	c13a11	ad1007c13a11	2020-02-02 12:21:05	2020-02-02 12:21:05	65163	939	85	32.98635726468	49.2851375133196
2020-01-02	a11	c12a11	ad1007c12a11	2020-02-02 12:21:05	2020-02-02 12:21:05	19959	336	12	45.6907402936792	21.7133290701142
2020-01-02	a11	c11a11	ad1007c11a11	2020-02-02 12:21:05	2020-02-02 12:21:05	91043	673	96	20.1823744551197	40.6755664575266
2020-01-02	a11	c10a11	ad1007c10a11	2020-02-02 12:21:05	2020-02-02 12:21:05	47415	391	14	5.5753140270595	4.7453033294274
2020-01-02	a11	c14a11	ad1006c14a11	2020-02-02 12:21:05	2020-02-02 12:21:05	65392	377	71	72.4637917114719	0.907970918765278
