date	account_id	campaign_id	ad_id	last_updated	created	impressions	clicks	conversion	revenue	cost
2020-01-01	a10	c13a10	ad1007c13a10	2020-02-02 12:21:05	2020-02-02 12:21:05	20012	662	97	51.67328871398852	12.922427786012381
2020-01-01	a10	c11a10	ad1004c11a10	2020-02-02 12:21:05	2020-02-02 12:21:05	18847	164	95	83.91716614547985	41.269435636359006
2020-01-01	a10	c13a10	ad1005c13a10	2020-02-02 12:21:05	2020-02-02 12:21:05	76748	255	94	61.990293283942286	49.383550928618554
2020-01-01	a10	c14a10	ad1003c14a10	2020-02-02 12:21:05	2020-02-02 12:21:05	96290	890	93	9.303968404095606	17.419889251431396
2020-01-01	a10	c13a10	ad1004c13a10	2020-02-02 12:21:05	2020-02-02 12:21:05	66877	249	91	36.13159676833618	3.7311492272332076
2020-01-01	a10	c10a10	ad1004c10a10	2020-02-02 12:21:05	2020-02-02 12:21:05	7466	281	88	82.5086793780833	34.144010364145046
2020-01-01	a10	c10a10	ad1007c10a10	2020-02-02 12:21:05	2020-02-02 12:21:05	47976	937	83	69.78706017592319	41.41525548948685
2020-01-01	a10	c11a10	ad1001c11a10	2020-02-02 12:21:05	2020-02-02 12:21:05	8033	752	83	48.111835191078406	12.56809782356401
2020-01-01	a10	c12a10	ad1003c12a10	2020-02-02 12:21:05	2020-02-02 12:21:05	71437	897	82	81.36844573606199	14.094902930825437
2020-01-01	a10	c12a10	ad1009c12a10	2020-02-02 12:21:05	2020-02-02 12:21:05	28429	486	80	95.66010385549633	46.955888065023295
2020-01-01	a10	c14a10	ad1000c14a10	2020-02-02 12:21:05	2020-02-02 12:21:05	18014	455	75	23.530016803895133	32.10916639403867
2020-01-01	a10	c11a10	ad1002c11a10	2020-02-02 12:21:05	2020-02-02 12:21:05	52758	573	75	88.02480054461621	22.85712732600846
2020-01-01	a10	c14a10	ad1001c14a10	2020-02-02 12:21:05	2020-02-02 12:21:05	36912	957	74	19.504086309813005	5.935569180145659
2020-01-01	a10	c12a10	ad1006c12a10	2020-02-02 12:21:05	2020-02-02 12:21:05	9796	246	72	54.754406378955764	32.690444417619354
2020-01-01	a10	c12a10	ad1000c12a10	2020-02-02 12:21:05	2020-02-02 12:21:05	75273	933	68	10.13658582704914	15.466476564978471
2020-01-01	a10	c12a10	ad1008c12a10	2020-02-02 12:21:05	2020-02-02 12:21:05	11681	192	67	56.305884596102814	8.109450600160962
