date	account_id	campaign_id	ad_id	last_updated	created	impressions	clicks	conversion	revenue	cost
2020-01-02	a11	c14a11	ad1009c14a11	2020-02-06 11:08:46	2020-02-02 12:21:05	84880	845	23	8.00358360074627	44.4123421071155
2020-01-02	a11	c13a11	ad1009c13a11	2020-02-06 11:08:46	2020-02-02 12:21:05	19055	885	71	96.177334522911	29.2411018531961
2020-01-02	a11	c12a11	ad1009c12a11	2020-02-06 11:08:46	2020-02-02 12:21:05	90741	293	88	82.6294333127464	10.7709863738953
2020-01-02	a11	c11a11	ad1009c11a11	2020-02-06 11:08:46	2020-02-02 12:21:05	75044	742	90	25.4212739064457	42.0717985565177
2020-01-02	a11	c10a11	ad1009c10a11	2020-02-06 11:08:46	2020-02-02 12:21:05	57994	463	50	36.0325290989282	4.6383847271271
2020-01-02	a11	c14a11	ad1008c14a11	2020-02-06 11:08:46	2020-02-02 12:21:05	9464	381	79	6.59403889747059	4.93213921083703
2020-01-02	a11	c13a11	ad1008c13a11	2020-02-06 11:08:46	2020-02-02 12:21:05	34148	798	11	1.86922880907973	23.2809954198454
2020-01-02	a11	c12a11	ad1008c12a11	2020-02-06 11:08:46	2020-02-02 12:21:05	14226	661	37	30.7761412722879	5.31362854191737
2020-01-02	a11	c11a11	ad1008c11a11	2020-02-06 11:08:46	2020-02-02 12:21:05	26966	647	57	72.2288646605931	18.539240452712
2020-01-02	a11	c10a11	ad1008c10a11	2020-02-06 11:08:46	2020-02-02 12:21:05	98700	266	33	6.471335751224	34.9496860918355
2020-01-02	a11	c14a11	ad1007c14a11	2020-02-06 11:08:46	2020-02-02 12:21:05	13477	190	57	93.1735074115794	22.1828931347387
2020-01-02	a11	c13a11	ad1007c13a11	2020-02-06 11:08:46	2020-02-02 12:21:05	8759	940	53	18.630840684581	11.153939511233
2020-01-02	a11	c12a11	ad1007c12a11	2020-02-06 11:08:46	2020-02-02 12:21:05	89758	337	44	33.2558154283351	35.9213437120995
2020-01-02	a11	c11a11	ad1007c11a11	2020-02-06 11:08:46	2020-02-02 12:21:05	45802	674	94	52.5288054964174	23.885449685103
2020-01-02	a11	c10a11	ad1007c10a11	2020-02-06 11:08:46	2020-02-02 12:21:05	47976	392	83	69.7870601759232	41.4152554894868
2020-01-02	a11	c14a11	ad1006c14a11	2020-02-06 11:08:46	2020-02-02 12:21:05	59874	378	69	58.3404081213942	10.9402398629767
2020-01-02	a11	c13a11	ad1006c13a11	2020-02-06 11:08:46	2020-02-02 12:21:05	67128	956	13	78.4367263216696	8.85127620252374
2020-01-02	a11	c12a11	ad1006c12a11	2020-02-06 11:08:46	2020-02-02 12:21:05	57474	926	63	49.6401281792857	18.1087306319311
